OrderNum,OrderDate,OrderType,CustomerType,CustName,CustCountry,CustCity,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Total Cost 
1104371,10/1/2019,Wholesale,Business,Durgan Group,Iraq,An Najaf,eBooks,EB506,Delta Robots,8, $ 16.99 , $ 3.40 , $ 132.52 
1104372,10/1/2019,Wholesale,Business,Nikolaus LLC,Algeria,Azzaba,Blueprints,BP110,Sleepy Eye Blueprint,10, $ 11.99 , $ 2.40 , $ 117.50 
1104373,10/1/2019,Retail,Business,Simonis Inc.,Egypt,Isna,Drone Kits,DK201,BYOD-100,4, $ 54.00 , 0 , $ 216.00 
1104374,10/1/2019,Wholesale,Business,Erdman LLC,Morocco,Sidi El Hattab,eBooks,EB509,GPS Drones,13, $ 19.99 , $ 4.00 , $ 255.87 
1104375,10/1/2019,Wholesale,Business,Tremblay Inc.,Morocco,Tabant,Robot Kits,RK603,BYOR-1500,44, $ 189.00 , $ 37.80 ," $ 8,278.20 "
1104376,10/1/2019,Retail,Individual,Leroi Pavier,Morocco,Kasba Tanora,Training Videos,TV803,Cloud Computing,1, $ 29.99 , 0 , $ 29.99 
1104377,10/1/2019,Wholesale,Business,Toy LLC,Morocco,Douar Messassa,eBooks,EB508,Fixed Wing Drones,15, $ 15.50 , $ 3.10 , $ 229.40 
1104378,11/1/2019,Wholesale,Business,Feest Inc.,Morocco,Arbaa Ayacha,eBooks,EB520,Understanding Arduino,10, $ 17.50 , $ 3.50 , $ 171.50 
1104379,11/1/2019,Retail,Individual,Clay Misson,Morocco,Fezouane,eBooks,EB503,Building Your Own Drone,1, $ 24.99 , 0 , $ 24.99 
1104380,11/1/2019,Wholesale,Business,Ullrich Inc.,Morocco,Sidi Mbark,Blueprints,BP104,Cat Robot Blueprint,8, $ 4.99 , $ 1.00 , $ 38.92 
1104381,11/1/2019,Wholesale,Business,Durgan Group,Algeria,Biskra,Training Videos,TV808,Robotic Essentials,12, $ 34.99 , $ 7.00 , $ 412.88 
1104382,11/1/2019,Wholesale,Business,Stehr Group,Algeria,Arhribs,Training Videos,TV806,Mapping with Drones,10, $ 49.00 , $ 9.80 , $ 480.20 
1104383,11/1/2019,Retail,Individual,Alana De Cristofalo,Morocco,Outat Oulad Al Haj,Training Videos,TV808,Robotic Essentials,1, $ 34.99 , 0 , $ 34.99 
1104384,11/1/2019,Retail,Individual,Scarface Hindes,Egypt,Qina,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104385,12/1/2019,Wholesale,Business,Volkman LLC,Morocco,Biougra,Blueprints,BP101,All Eyes Drone Blueprint,8, $ 9.99 , $ 2.00 , $ 77.92 
1104386,12/1/2019,Wholesale,Business,Durgan Group,Egypt,Dayr al Jarnus,Robot Kits,RK606,BYOR-3535,40, $ 225.00 , $ 45.00 ," $ 8,955.00 "
1104387,12/1/2019,Wholesale,Business,Cummings LLC,Morocco,Zoumi,Drones,DS301,DA-SA702 Drone,10, $ 399.00 , $ 79.80 ," $ 3,910.20 "
1104388,12/1/2019,Wholesale,Business,Keeling Inc.,Morocco,Bouznika,eBooks,EB504,Cartesian Robots,7, $ 12.99 , $ 2.60 , $ 88.33 
1104389,12/1/2019,Wholesale,Business,Treutel Group,Syria,I`zaz,Robot Kits,RK603,BYOR-1500,26, $ 189.00 , $ 37.80 ," $ 4,876.20 "
1104390,13/1/2019,Wholesale,Business,Crist Innovations,Egypt,Banha,eBooks,EB506,Delta Robots,7, $ 16.99 , $ 3.40 , $ 115.53 
1104391,14/1/2019,Retail,Individual,Kristen Portchmouth,Morocco,Tamazouzt,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1104392,14/1/2019,Retail,Individual,Opal Ambrois,Algeria,Ifigha,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1104393,14/1/2019,Wholesale,Business,Stracke International,Morocco,Sidi el Mokhfi,Training Videos,TV813,Virtual Reality Basics,5, $ 29.99 , $ 6.00 , $ 143.95 
1104394,14/1/2019,Wholesale,Business,Kassulke-Schneider,Morocco,Bigoudine,Training Videos,TV809,Understanding 3D Printing,7, $ 42.99 , $ 8.60 , $ 292.33 
1104395,14/1/2019,Wholesale,Business,Treats Inc.,Saudi Arabia,As Sulayyil,eBooks,EB502,Building Your First Robot,13, $ 24.95 , $ 4.99 , $ 319.36 
1104396,14/1/2019,Wholesale,Business,Daugherty Group,Morocco,Zawyat Sidi Hamza,Training Videos,TV803,Cloud Computing,12, $ 29.99 , $ 6.00 , $ 353.88 
1104397,15/1/2019,Wholesale,Business,Gottlieb-Jenkins,Algeria,Bordj Menaiel,eBooks,EB513,Photograph Drones,8, $ 14.99 , $ 3.00 , $ 116.92 
1104398,15/1/2019,Wholesale,Business,Kutch Inc.,Morocco,Sidi Lahsene,Blueprints,BP108,Panda Robot Blueprint,8, $ 7.99 , $ 1.60 , $ 62.32 
1104399,15/1/2019,Retail,Individual,Kara McClure,Saudi Arabia,Abha,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104400,15/1/2019,Retail,Individual,Bevin Decent,Morocco,Tineghir,Robot Kits,RK602,BYOR-1000,1, $ 189.00 , 0 , $ 189.00 
1104401,15/1/2019,Wholesale,Business,Rogahn Group,Morocco,Timoulilt,eBooks,EB514,Polar Robots,13, $ 23.99 , $ 4.80 , $ 307.07 
1104402,15/1/2019,Wholesale,Business,Larkin Group,Morocco,Knemis Dades,Blueprints,BP105,Creature Robot Arms Blueprint ,32, $ 12.00 , $ 2.40 , $ 381.60 
1104403,16/1/2019,Retail,Individual,Allister Challoner,Syria,Safita,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1104404,17/1/2019,Wholesale,Business,Witting Innovations,Iraq,Al Basrah,eBooks,EB503,Building Your Own Drone,3, $ 24.99 , $ 5.00 , $ 69.97 
1104405,17/1/2019,Retail,Individual,Bethany Lakin,Morocco,Amizmiz,Drones,DS306,DX-145 Drone,4, $ 250.00 , 0 ," $ 1,000.00 "
1104406,17/1/2019,Retail,Individual,Amber Towne,Morocco,Imouzzer Kandar,Robots,RS703,RCB-889 Robot,1, $ 549.00 , 0 , $ 549.00 
1104407,17/1/2019,Retail,Individual,Inesita Prier,Syria,Muhradah,Drones,DS301,DA-SA702 Drone,1, $ 399.00 , 0 , $ 399.00 
1104408,17/1/2019,Wholesale,Business,Hirthe College,Syria,Busra al Harir,eBooks,EB521,Understanding Artificial Intelligence,10, $ 19.50 , $ 3.90 , $ 191.10 
1104409,17/1/2019,Wholesale,Business,Stokes Electronics,Morocco,Mrizig,Training Videos,TV809,Understanding 3D Printing,5, $ 42.99 , $ 8.60 , $ 206.35 
1104410,17/1/2019,Retail,Individual,Trevor Walter,Algeria,Seddouk Oufella,eBooks,EB513,Photograph Drones,1, $ 14.99 , 0 , $ 14.99 
1104411,17/1/2019,Wholesale,Business,Ledner LLC,Morocco,Aghbar,Robots,RS707,RXW-9807 Robot,65, $ 599.00 , $ 119.80 ," $ 38,815.20 "
1104412,18/1/2019,Wholesale,Business,Kassulke-Schneider,Algeria,Tala Yfassene,eBooks,EB513,Photograph Drones,4, $ 14.99 , $ 3.00 , $ 56.96 
1104413,18/1/2019,Retail,Business,Keebler Group,Syria,Nasib,Drones,DS306,DX-145 Drone,98, $ 250.00 , 0 ," $ 24,500.00 "
1104414,18/1/2019,Wholesale,Business,Bradtke Inc.,Morocco,Al Fayd,eBooks,EB508,Fixed Wing Drones,33, $ 15.50 , $ 3.10 , $ 508.40 
1104415,19/1/2019,Wholesale,Business,Wyman Institute,Egypt,Qift,Training Videos,TV813,Virtual Reality Basics,6, $ 29.99 , $ 6.00 , $ 173.94 
1104416,19/1/2019,Wholesale,Business,Kreiger LLC,Morocco,Boudinar,Drones,DS303,DTD-7000 Drone,7, $ 450.00 , $ 90.00 ," $ 3,060.00 "
1104417,19/1/2019,Retail,Individual,Ibby Faye,Morocco,Talsint,Training Videos,TV809,Understanding 3D Printing,1, $ 42.99 , 0 , $ 42.99 
1104418,19/1/2019,Wholesale,Business,Heller Inc.,Algeria,Tizi-n-Tleta,Robots,RS703,RCB-889 Robot,6, $ 549.00 , $ 109.80 ," $ 3,184.20 "
1104419,19/1/2019,Wholesale,Business,Schaefer Inc.,Morocco,Oulad Barhil,Blueprints,BP106,Hexacopter Drone Blueprint,13, $ 8.99 , $ 1.80 , $ 115.07 
1104420,19/1/2019,Retail,Business,Connelly LLC,Saudi Arabia,Ad Dir`iyah,eBooks,EB509,GPS Drones,4, $ 19.99 , 0 , $ 79.96 
1104421,19/1/2019,Wholesale,Business,Stroman Inc.,Egypt,Naj` Hammadi,eBooks,EB514,Polar Robots,60, $ 23.99 , $ 4.80 ," $ 1,434.60 "
1104422,19/1/2019,Wholesale,Business,Corkery International ,Syria,Shahba,Training Videos,TV803,Cloud Computing,37, $ 29.99 , $ 6.00 ," $ 1,103.63 "
1104423,20/1/2019,Wholesale,Business,Mountain Run LLC,Morocco,Moulay Abdallah,Drone Kits,DK202,BYOD-200,77, $ 58.95 , $ 11.79 ," $ 4,527.36 "
1104424,20/1/2019,Wholesale,Business,Anderson LLC,Egypt,Al Hibah,Drones,DS303,DTD-7000 Drone,7, $ 450.00 , $ 90.00 ," $ 3,060.00 "
1104425,20/1/2019,Wholesale,Business,Anderson LLC,Morocco,Zemamra,Blueprints,BP101,All Eyes Drone Blueprint,11, $ 9.99 , $ 2.00 , $ 107.89 
1104426,20/1/2019,Retail,Individual,Franciskus Birtley,Syria,Busra ash Sham,eBooks,EB507,Drone Building Essentials,1, $ 13.99 , 0 , $ 13.99 
1104427,20/1/2019,Wholesale,Business,Durgan Group,Algeria,Mechtras,Drone Kits,DK208,BYOD-500,8, $ 167.00 , $ 33.40 ," $ 1,302.60 "
1104428,20/1/2019,Wholesale,Business,Keeling Inc.,Saudi Arabia,Al Hawiyah,eBooks,EB506,Delta Robots,11, $ 16.99 , $ 3.40 , $ 183.49 
1104429,20/1/2019,Retail,Individual,Boycey Binford,Morocco,Laaouama,eBooks,EB509,GPS Drones,1, $ 19.99 , 0 , $ 19.99 
1104430,20/1/2019,Wholesale,Business,Lehner Inc.,Morocco,Tiddas,Drones,DS306,DX-145 Drone,83, $ 250.00 , $ 50.00 ," $ 20,700.00 "
1104431,21/1/2019,Wholesale,Business,Beatty LLC,Syria,Al Qunaytirah,Blueprints,BP104,Cat Robot Blueprint,5, $ 4.99 , $ 1.00 , $ 23.95 
1104432,21/1/2019,Retail,Individual,Jacob Gaylord,Morocco,Lalla Mimouna,Drones,DS307,MICR-564K Drone,1, $ 499.00 , 0 , $ 499.00 
1104433,21/1/2019,Retail,Individual,Brenda Murray,Egypt,Tanta,eBooks,EB503,Building Your Own Drone,1, $ 24.99 , 0 , $ 24.99 
1104434,21/1/2019,Retail,Individual,Sissie Lenin,Algeria,Ouargla,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1104435,21/1/2019,Retail,Individual,Bendick Ripon,Morocco,El Jadid,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1104436,22/1/2019,Wholesale,Business,Wiegand Inc.,Morocco,Kariat Ben Aouda,Drones,DS305,DTI-84 Drone,10, $ 455.00 , $ 91.00 ," $ 4,459.00 "
1104437,22/1/2019,Retail,Individual,Tanya Hartmann-Koss,Morocco,Arfoud,Robot Kits,RK605,BYOR-3000,2, $ 214.00 , 0 , $ 428.00 
1104438,22/1/2019,Wholesale,Business,Corkery International ,Saudi Arabia,Al Hillah,Blueprints,BP106,Hexacopter Drone Blueprint,3, $ 8.99 , $ 1.80 , $ 25.17 
1104439,22/1/2019,Wholesale,Business,Kirlin Inc.,Algeria,Relizane,Blueprints,BP102,Bsquare Robot Blueprint,79, $ 8.99 , $ 1.80 , $ 708.41 
1104440,23/1/2019,Wholesale,Business,Wehner and Sons,Algeria,Sali,eBooks,EB513,Photograph Drones,6, $ 14.99 , $ 3.00 , $ 86.94 
1104441,23/1/2019,Retail,Individual,Mikael Juara,Morocco,Tidili Masfiywat,Training Videos,TV804,Drone Video Techniques,1, $ 37.99 , 0 , $ 37.99 
1104442,23/1/2019,Retail,Individual,Vania Bauduccio,Morocco,Youssoufia,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1104443,23/1/2019,Retail,Individual,Hildy Sloegrave,Morocco,Ounagha,Robots,RS705,RQTE-554 Robot,2, $ 684.00 , 0 ," $ 1,368.00 "
1104444,23/1/2019,Wholesale,Business,Jacobi LLC,Morocco,Douar Oulad Amer Leqliaa,eBooks,EB514,Polar Robots,104, $ 23.99 , $ 4.80 ," $ 2,490.16 "
1104445,23/1/2019,Wholesale,Business,Toy LLC,Syria,Jindayris,Drone Kits,DK209,BYOD-550,47, $ 179.00 , $ 35.80 ," $ 8,377.20 "
1104446,24/1/2019,Wholesale,Business,Harber LLC,Morocco,Ksar Lmajaz,Training Videos,TV811,Understanding Drone Regulations,8, $ 27.50 , $ 5.50 , $ 214.50 
1104447,24/1/2019,Retail,Individual,Tripp Wolf,Morocco,Mzefroune,Training Videos,TV810,Understanding Automation,1, $ 44.95 , 0 , $ 44.95 
1104448,24/1/2019,Retail,Individual,Marysa Balma,Saudi Arabia,Layla,Drone Kits,DK208,BYOD-500,1, $ 167.00 , 0 , $ 167.00 
1104449,24/1/2019,Wholesale,Business,Carter and Sons,Morocco,Sidi Lmokhtar,Training Videos,TV806,Mapping with Drones,5, $ 49.00 , $ 9.80 , $ 235.20 
1104450,24/1/2019,Wholesale,Business,Barrows Inc.,Morocco,Gtarna,Robot Kits,RK603,BYOR-1500,9, $ 189.00 , $ 37.80 ," $ 1,663.20 "
1104451,25/1/2019,Wholesale,Business,Casper-Brown,Algeria,Lakhdaria,Drone Kits,DK204,BYOD-300,9, $ 89.00 , $ 17.80 , $ 783.20 
1104452,25/1/2019,Wholesale,Business,Larkin Group,Morocco,Ain Bida,Drone Kits,DK201,BYOD-100,13, $ 54.00 , $ 10.80 , $ 691.20 
1104453,25/1/2019,Retail,Individual,Niko Kington,Morocco,Askawn,Blueprints,BP106,Hexacopter Drone Blueprint,1, $ 8.99 , 0 , $ 8.99 
1104454,25/1/2019,Retail,Individual,Abra Lewis,Syria,Al Hasakah,Drone Kits,DK201,BYOD-100,2, $ 54.00 , 0 , $ 108.00 
1104455,26/1/2019,Wholesale,Business,Mountain Run LLC,Algeria,Beni Douala,eBooks,EB504,Cartesian Robots,6, $ 12.99 , $ 2.60 , $ 75.34 
1104456,26/1/2019,Wholesale,Business,Reilly LLC,Egypt,Daraw,Blueprints,BP104,Cat Robot Blueprint,7, $ 4.99 , $ 1.00 , $ 33.93 
1104457,26/1/2019,Retail,Individual,Kenon Hatwell,Syria,Idlib,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1104458,26/1/2019,Retail,Individual,Gus Tooley,Morocco,Oued Amlil,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1104459,26/1/2019,Retail,Individual,Reta Stucke,Morocco,Beni Oual Sehira,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104460,26/1/2019,Wholesale,Business,Pacocha Inc.,Morocco,Ar Rommani,Robot Kits,RK606,BYOR-3535,4, $ 223.00 , $ 44.60 , $ 847.40 
1104461,26/1/2019,Wholesale,Business,Lindgren LLC,Morocco,Galaz,Robot Kits,RK606,BYOR-3535,63, $ 225.00 , $ 45.00 ," $ 14,130.00 "
1104462,27/1/2019,Wholesale,Business,Clever Industries,Egypt,Bani Mazar,Training Videos,TV808,Robotic Essentials,4, $ 34.99 , $ 7.00 , $ 132.96 
1104463,27/1/2019,Wholesale,Business,H Plus Sport,Morocco,Bounaamane,Training Videos,TV810,Understanding Automation,12, $ 44.95 , $ 8.99 , $ 530.41 
1104464,27/1/2019,Retail,Individual,Hillery Paumier,Algeria,Toudja,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104465,27/1/2019,Wholesale,Business,Durgan Group,Syria,Ar Rastan,Drone Kits,DK203,BYOD-220,3, $ 69.00 , $ 13.80 , $ 193.20 
1104466,28/1/2019,Wholesale,Business,Parisian LLC,Egypt,As Sallum,Blueprints,BP106,Hexacopter Drone Blueprint,3, $ 8.99 , $ 1.80 , $ 25.17 
1104467,28/1/2019,Wholesale,Business,Mohr Group,Syria,Manbij,Training Videos,TV807,Open Source Code,7, $ 32.95 , $ 6.59 , $ 224.06 
1104468,28/1/2019,Retail,Individual,Karly VanBrugh,Morocco,Setti Fatma,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1104469,29/1/2019,Retail,Individual,Ellis Sutor,Morocco,Tamgrout,eBooks,EB514,Polar Robots,1, $ 23.99 , 0 , $ 23.99 
1104470,29/1/2019,Retail,Individual,Chet Sandy,Morocco,Inezgane,Training Videos,TV803,Cloud Computing,1, $ 29.99 , 0 , $ 29.99 
1104471,29/1/2019,Wholesale,Business,Walker Group,Morocco,Amersid,Blueprints,BP102,Bsquare Robot Blueprint,6, $ 8.99 , $ 1.80 , $ 52.14 
1104472,29/1/2019,Wholesale,Business,Bashirian International,Egypt,Samalut,eBooks,EB509,GPS Drones,23, $ 19.99 , $ 4.00 , $ 455.77 
1104473,29/1/2019,Wholesale,Business,Rowe Informations Systems Inc..,Syria,As Sukhnah,Training Videos,TV808,Robotic Essentials,78, $ 34.99 , $ 7.00 ," $ 2,722.22 "
1104474,30/1/2019,Wholesale,Business,Windler Tech Supplies,Egypt,Rosetta,Drone Kits,DK206,BYOD-400,10, $ 119.00 , $ 23.80 ," $ 1,166.20 "
1104475,30/1/2019,Wholesale,Business,Dietrich Engineering ,Morocco,Bni Khloug,Drone Kits,DK203,BYOD-220,6, $ 69.00 , $ 13.80 , $ 400.20 
1104476,30/1/2019,Wholesale,Business,Becker LLC,Morocco,Alnif,Training Videos,TV808,Robotic Essentials,11, $ 34.99 , $ 7.00 , $ 377.89 
1104477,30/1/2019,Retail,Individual,Ingrid Cypler,Egypt,Kafr ash Shaykh,Blueprints,BP101,All Eyes Drone Blueprint,1, $ 9.99 , 0 , $ 9.99 
1104478,30/1/2019,Retail,Individual,Shell Boise,Morocco,Sidi Mohamed Lahmar,Drone Kits,DK203,BYOD-220,1, $ 69.00 , 0 , $ 69.00 
1104479,30/1/2019,Retail,Individual,Florenza Chiddy,Morocco,Ksebia,eBooks,EB502,Building Your First Robot,1, $ 24.95 , 0 , $ 24.95 
1104480,31/1/2019,Wholesale,Business,Metz Group,Morocco,Bni Gmil,Robots,RS704,RLK-9920 Robot,4, $ 699.00 , $ 139.80 ," $ 2,656.20 "
1104481,31/1/2019,Wholesale,Business,Landon Hotel,Kuwait,Kuwait City,Robot Kits,RK605,BYOR-3000,11, $ 214.00 , $ 42.80 ," $ 2,311.20 "
1104482,31/1/2019,Retail,Individual,Imojean Pesek,Morocco,Tnine Sidi Lyamani,Robot Kits,RK606,BYOR-3535,1, $ 225.00 , 0 , $ 225.00 
1104483,31/1/2019,Wholesale,Business,MacGyver Group,Morocco,Ghafsai,Robot Kits,RK603,BYOR-1500,57, $ 189.00 , $ 37.80 ," $ 10,735.20 "
1104484,1/2/2019,Wholesale,Business,CDIA Inc..,Morocco,Amtar,Drone Kits,DK206,BYOD-400,6, $ 119.00 , $ 23.80 , $ 690.20 
1104485,1/2/2019,Wholesale,Business,Rau-Dickinson,Saudi Arabia,Al Bahah,Robots,RS705,RQTE-554 Robot,6, $ 684.00 , $ 136.80 ," $ 3,967.20 "
1104486,1/2/2019,Wholesale,Business,Bashirian International,Morocco,Safsaf,Blueprints,BP110,Upside Down Robot Blueprint,9, $ 12.00 , $ 2.40 , $ 105.60 
1104487,1/2/2019,Wholesale,Business,Abernathy LLC,Morocco,Bou Izakarn,eBooks,EB517,SCARA Robots,3, $ 19.50 , $ 3.90 , $ 54.60 
1104488,1/2/2019,Wholesale,Business,Kutch Inc.,Morocco,Bni Hadifa,Drones,DS301,DA-SA702 Drone,73, $ 399.00 , $ 79.80 ," $ 29,047.20 "
1104489,1/2/2019,Wholesale,Business,Bednar IT Inc.,Morocco,Tleta Taghramt,eBooks,EB507,Drone Building Essentials,66, $ 13.99 , $ 2.80 , $ 920.54 
1104490,1/2/2019,Wholesale,Business,Harber LLC,Iraq,Zakhu,eBooks,EB509,GPS Drones,60, $ 19.99 , $ 4.00 ," $ 1,195.40 "
1104491,1/2/2019,Wholesale,Business,Wilkinson LLC,Morocco,Mhamid el Rhozlane,Robot Kits,RK603,BYOR-1500,38, $ 189.00 , $ 37.80 ," $ 7,144.20 "
1104492,1/2/2019,Wholesale,Business,Christiansen Group,Morocco,Oulad Amrane el Mekki,Blueprints,BP107,Ladybug Robot Blueprint,35, $ 12.00 , $ 2.40 , $ 417.60 
1104493,2/2/2019,Wholesale,Business,King Inc.,Morocco,Aj Jourf,Robot Kits,RK605,BYOR-3000,8, $ 214.00 , $ 42.80 ," $ 1,669.20 "
1104494,2/2/2019,Wholesale,Business,Stehr Group,Algeria,Ouled Moussa,Blueprints,BP108,Panda Robot Blueprint,4, $ 7.99 , $ 1.60 , $ 30.36 
1104495,2/2/2019,Retail,Individual,Janette MacBean,Syria,Shaykh al Hadid,Drones,DS305,DTI-84 Drone,1, $ 455.00 , 0 , $ 455.00 
1104496,2/2/2019,Retail,Individual,Maurie Crippin,Morocco,Mechraa Bel Ksiri,Blueprints,BP110,Sleepy Eye Blueprint,1, $ 11.99 , 0 , $ 11.99 
1104497,2/2/2019,Wholesale,Business,Murphy LLC,Morocco,Guelmim,eBooks,EB509,GPS Drones,10, $ 19.99 , $ 4.00 , $ 195.90 
1104498,2/2/2019,Wholesale,Business,Kuvalis Group,Morocco,Oulad Amghar,Robots,RS704,RLK-9920 Robot,8, $ 699.00 , $ 139.80 ," $ 5,452.20 "
1104499,3/2/2019,Wholesale,Business,Smith Technologies,Morocco,Ratba,Drone Kits,DK208,BYOD-500,3, $ 167.00 , $ 33.40 , $ 467.60 
1104500,3/2/2019,Retail,Individual,Chrotoem Renouf,Morocco,Azemmour,Blueprints,BP108,Panda Robot Blueprint,1, $ 7.99 , 0 , $ 7.99 
1104501,3/2/2019,Retail,Business,Schiller LLC,Morocco,Marrakech,Drone Kits,DK206,BYOD-400,2, $ 119.00 , 0 , $ 238.00 
1104502,4/2/2019,Retail,Individual,Lenard Gymlett,Morocco,Ait Athmane,Robot Kits,RK607,BYOR-4005,1, $ 245.00 , 0 , $ 245.00 
1104503,4/2/2019,Wholesale,Business,Thompson Inc.,Syria,Jaramana,eBooks,EB506,Delta Robots,7, $ 16.99 , $ 3.40 , $ 115.53 
1104504,4/2/2019,Wholesale,Business,Erdman LLC,Saudi Arabia,Al Khubar,eBooks,EB513,Photograph Drones,12, $ 14.99 , $ 3.00 , $ 176.88 
1104505,4/2/2019,Wholesale,Business,Stroman Inc.,Algeria,'Ain Arnat,Robot Kits,RK603,BYOR-1500,3, $ 189.00 , $ 37.80 , $ 529.20 
1104506,4/2/2019,Wholesale,Business,Boehm Inc.,Egypt,Shibin al Kawm,Robots,RS706,RWW-75 Robot,95, $ 883.00 , $ 176.60 ," $ 83,708.40 "
1104507,5/2/2019,Wholesale,Business,Oberbrunner Inc.,Morocco,Lamsabih,eBooks,EB504,Cartesian Robots,12, $ 12.99 , $ 2.60 , $ 153.28 
1104508,5/2/2019,Wholesale,Business,Franecki Corporation,Syria,Umm Walad,Drones,DS307,MICR-564K Drone,3, $ 499.00 , $ 99.80 ," $ 1,397.20 "
1104509,5/2/2019,Wholesale,Business,Metz Group,Morocco,Arbaoua,Training Videos,TV805,Industrial 3D Printing ,5, $ 49.00 , $ 9.80 , $ 235.20 
1104510,5/2/2019,Wholesale,Business,McGlynn Group,Morocco,Sidi Yahya Zaer,Drones,DS305,DTI-84 Drone,5, $ 455.00 , $ 91.00 ," $ 2,184.00 "
1104511,5/2/2019,Retail,Individual,Alessandro Domoni,Algeria,Moudjbara,Drone Kits,DK204,BYOD-300,2, $ 89.00 , 0 , $ 178.00 
1104512,6/2/2019,Wholesale,Business,Kutch Inc.,Morocco,Ez Zinat,Robot Kits,RK603,BYOR-1500,3, $ 189.00 , $ 37.80 , $ 529.20 
1104513,6/2/2019,Wholesale,Business,Hickle LLC,Morocco,Sabbah,Training Videos,TV810,Understanding Automation,5, $ 44.95 , $ 8.99 , $ 215.76 
1104514,6/2/2019,Wholesale,Business,Stroman Inc.,Egypt,Siwah,Drones,DS306,DX-145 Drone,4, $ 250.00 , $ 50.00 , $ 950.00 
1104515,6/2/2019,Retail,Individual,Dosi Midgely,Morocco,Oulad Ben Sebbah,eBooks,EB519,Spherical Robots,1, $ 16.75 , 0 , $ 16.75 
1104516,6/2/2019,Wholesale,Business,Boehm Inc.,Morocco,Adassil,Robot Kits,RK603,BYOR-1500,8, $ 189.00 , $ 37.80 ," $ 1,474.20 "
1104517,6/2/2019,Retail,Business,Dietrich LLC,Morocco,Oulad Ouchchih,Training Videos,TV811,Understanding Drone Regulations,60, $ 27.50 , 0 ," $ 1,650.00 "
1104518,6/2/2019,Retail,Individual,Dennis Harvey,Syria,Jasim,Blueprints,BP110,Upside Down Robot Blueprint,1, $ 12.00 , 0 , $ 12.00 
1104519,6/2/2019,Wholesale,Business,Schroeder Library,Morocco,Lamzoudia,Blueprints,BP104,Cat Robot Blueprint,87, $ 4.99 , $ 1.00 , $ 433.13 
1104520,7/2/2019,Retail,Individual,Dedra Skerm,Algeria,Tlemcen,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1104521,7/2/2019,Wholesale,Business,Hettinger and Sons,Kuwait,Al Jahra',Robot Kits,RK605,BYOR-3000,3, $ 214.00 , $ 42.80 , $ 599.20 
1104522,8/2/2019,Retail,Business,Sauer LLC,Morocco,Bghaghza,Drones,DS305,DTI-84 Drone,3, $ 455.00 , 0 ," $ 1,365.00 "
1104523,8/2/2019,Wholesale,Business,Murphy LLC,Iraq,Az Zubayr,Drone Kits,DK208,BYOD-500,9, $ 167.00 , $ 33.40 ," $ 1,469.60 "
1104524,8/2/2019,Wholesale,Business,Mann LLC,Morocco,Aghbalou n'Kerdous,Robot Kits,RK603,BYOR-1500,4, $ 189.00 , $ 37.80 , $ 718.20 
1104525,8/2/2019,Retail,Individual,Lauri Baylay,Morocco,Oulad 'Azzouz,Training Videos,TV803,Cloud Computing,1, $ 29.99 , 0 , $ 29.99 
1104526,8/2/2019,Retail,Individual,Enriqueta Roydon,Morocco,Nkheila,Training Videos,TV805,Industrial 3D Printing ,1, $ 49.00 , 0 , $ 49.00 
1104527,8/2/2019,Retail,Individual,Zuzana Blenkhorn,Saudi Arabia,At Ta'if,Drone Kits,DK203,BYOD-220,1, $ 69.00 , 0 , $ 69.00 
1104528,8/2/2019,Retail,Individual,Regen Bavidge,Morocco,Oulad Friha,eBooks,EB508,Fixed Wing Drones,1, $ 15.50 , 0 , $ 15.50 
1104529,9/2/2019,Wholesale,Business,Jacobi LLC,Algeria,I-n-Amenas,Drone Kits,DK202,BYOD-200,6, $ 58.95 , $ 11.79 , $ 341.91 
1104530,9/2/2019,Wholesale,Business,Hills Group,Saudi Arabia,Al Mubarraz,Drone Kits,DK201,BYOD-100,11, $ 54.00 , $ 10.80 , $ 583.20 
1104531,9/2/2019,Retail,Individual,Stanislaw Geer,Morocco,Tawnza,Training Videos,TV813,Virtual Reality Basics,1, $ 29.99 , 0 , $ 29.99 
1104532,9/2/2019,Retail,Individual,Barry Pinwell,Morocco,Oulad Aissa,Robot Kits,RK606,BYOR-3535,1, $ 225.00 , 0 , $ 225.00 
